invoice_number,invoice_date,payment_due_date,invoice_type_code,payment_means_type_code,transaction_type,currency_code,tax_category_code,seller_name,seller_trn,seller_address,seller_city,seller_subdivision,seller_country_code,seller_legal_registration,seller_registration_identifier_type,buyer_name,buyer_trn,buyer_address,buyer_city,buyer_subdivision,buyer_country_code,buyer_legal_registration,buyer_registration_identifier_type,line_id,item_name,unit_of_measure,quantity,unit_price,line_net_amount,tax_category,tax_rate,tax_amount,total_without_tax,total_with_tax,amount_due
INV-2026-X-297,2026-04-05,2026-04-24,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 297,,"Floor 30, Office 7",Ras Al Khaimah,RK,AE,,,1,Strategic Cloud Consulting,EA,2,1200.0,2400.0,E,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-X-298,2026-04-03,2026-04-20,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 298,100206998084,"Floor 30, Office 8",Abu Dhabi,AZ,AE,L-600298,DED,1,Compliance Audit Fees,EA,10,1200.0,12000.0,S,0.05,600.0,12000.0,12600.0,12600.0
INV-2026-X-299,2026-04-02,2026-04-24,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 299,100746654808,"Floor 30, Office 9",Ras Al Khaimah,RK,AE,L-600299,DED,1,Compliance Audit Fees,EA,5,500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-300,2026-04-01,2026-04-28,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 300,100424594072,"Floor 31, Office 0",Dubai,DU,AE,L-600300,DED,1,Enterprise ERP License,EA,7,100.0,700.0,Z,0.0,0.0,700.0,700.0,700.0
INV-2026-X-301,2026-04-06,2026-04-21,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 301,,"Floor 31, Office 1",Umm Al Quwain,UQ,AE,,,1,Annual Platform Support,EA,6,500.0,3000.0,S,0.05,150.0,3000.0,3150.0,3150.0
INV-2026-X-302,2026-04-04,2026-04-25,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 302,,"Floor 31, Office 2",Sharjah,SH,AE,,,1,Strategic Cloud Consulting,EA,7,500.0,3500.0,S,0.05,175.0,3500.0,3675.0,3675.0
INV-2026-X-303,2026-04-03,2026-04-26,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 303,,"Floor 31, Office 3",Ras Al Khaimah,RK,AE,,,1,Data Analytics Workshop,EA,3,500.0,1500.0,E,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-X-304,2026-04-03,2026-04-27,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 304,100123976211,"Floor 31, Office 4",Ras Al Khaimah,RK,AE,L-600304,DED,1,Managed Security Services,EA,7,100.0,700.0,Z,0.0,0.0,700.0,700.0,700.0
INV-2026-X-305,2026-04-06,2026-04-30,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 305,,"Floor 31, Office 5",Abu Dhabi,AZ,AE,,,1,Network Infrastructure Gear,EA,1,100.0,100.0,S,0.05,5.0,100.0,105.0,105.0
INV-2026-X-306,2026-04-01,2026-04-29,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 306,100418349276,"Floor 31, Office 6",Dubai,DU,AE,L-600306,DED,1,Enterprise ERP License,EA,6,2500.0,15000.0,E,0.0,0.0,15000.0,15000.0,15000.0
INV-2026-X-307,2026-04-04,2026-04-18,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 307,100893053438,"Floor 31, Office 7",Fujairah,FU,AE,L-600307,DED,1,Network Infrastructure Gear,EA,2,500.0,1000.0,E,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-308,2026-04-02,2026-04-28,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 308,,"Floor 31, Office 8",Umm Al Quwain,UQ,AE,,,1,Enterprise ERP License,EA,10,1200.0,12000.0,Z,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-309,2026-04-01,2026-04-29,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 309,,"Floor 31, Office 9",Fujairah,FU,AE,,,1,Enterprise ERP License,EA,4,2500.0,10000.0,Z,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-310,2026-04-02,2026-04-20,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 310,100411626995,"Floor 32, Office 0",Ajman,AJ,AE,L-600310,DED,1,Data Analytics Workshop,EA,8,1200.0,9600.0,E,0.0,0.0,9600.0,9600.0,9600.0
INV-2026-X-311,2026-04-03,2026-04-27,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 311,100126979751,"Floor 32, Office 1",Umm Al Quwain,UQ,AE,L-600311,DED,1,Data Analytics Workshop,EA,4,1200.0,4800.0,E,0.0,0.0,4800.0,4800.0,4800.0
INV-2026-X-312,2026-04-04,2026-04-16,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 312,100881786094,"Floor 32, Office 2",Umm Al Quwain,UQ,AE,L-600312,DED,1,Enterprise ERP License,EA,10,500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-X-313,2026-04-06,2026-04-24,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 313,100416898633,"Floor 32, Office 3",Abu Dhabi,AZ,AE,L-600313,DED,1,Data Analytics Workshop,EA,4,1200.0,4800.0,Z,0.0,0.0,4800.0,4800.0,4800.0
INV-2026-X-314,2026-04-02,2026-04-30,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 314,,"Floor 32, Office 4",Ajman,AJ,AE,,,1,Data Analytics Workshop,EA,3,1200.0,3600.0,S,0.05,180.0,3600.0,3780.0,3780.0
INV-2026-X-315,2026-04-03,2026-04-25,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 315,100956611096,"Floor 32, Office 5",Ajman,AJ,AE,L-600315,DED,1,Data Analytics Workshop,EA,3,1200.0,3600.0,E,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-316,2026-04-04,2026-04-28,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 316,,"Floor 32, Office 6",Fujairah,FU,AE,,,1,Enterprise ERP License,EA,10,2500.0,25000.0,Z,0.0,0.0,25000.0,25000.0,25000.0
INV-2026-X-317,2026-04-02,2026-05-01,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 317,100509092900,"Floor 32, Office 7",Ras Al Khaimah,RK,AE,L-600317,DED,1,Data Analytics Workshop,EA,2,1200.0,2400.0,E,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-X-318,2026-04-03,2026-04-21,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 318,100737162765,"Floor 32, Office 8",Sharjah,SH,AE,L-600318,DED,1,Data Analytics Workshop,EA,7,2500.0,17500.0,Z,0.0,0.0,17500.0,17500.0,17500.0
INV-2026-X-319,2026-04-02,2026-04-18,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 319,100280380969,"Floor 32, Office 9",Fujairah,FU,AE,L-600319,DED,1,Managed Security Services,EA,2,1200.0,2400.0,E,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-X-320,2026-04-05,2026-04-24,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 320,100707842737,"Floor 33, Office 0",Fujairah,FU,AE,L-600320,DED,1,Strategic Cloud Consulting,EA,10,2500.0,25000.0,E,0.0,0.0,25000.0,25000.0,25000.0
INV-2026-X-321,2026-04-02,2026-04-22,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 321,100566234686,"Floor 33, Office 1",Dubai,DU,AE,L-600321,DED,1,Enterprise ERP License,EA,10,100.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-322,2026-04-04,2026-04-22,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 322,100941811957,"Floor 33, Office 2",Sharjah,SH,AE,L-600322,DED,1,Managed Security Services,EA,6,500.0,3000.0,Z,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-X-323,2026-04-01,2026-04-30,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 323,,"Floor 33, Office 3",Ras Al Khaimah,RK,AE,,,1,Network Infrastructure Gear,EA,5,1200.0,6000.0,E,0.0,0.0,6000.0,6000.0,6000.0
INV-2026-X-324,2026-04-02,2026-04-23,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 324,100345405381,"Floor 33, Office 4",Sharjah,SH,AE,L-600324,DED,1,Network Infrastructure Gear,EA,2,100.0,200.0,E,0.0,0.0,200.0,200.0,200.0
INV-2026-X-325,2026-04-02,2026-04-29,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 325,,"Floor 33, Office 5",Abu Dhabi,AZ,AE,,,1,Network Infrastructure Gear,EA,6,500.0,3000.0,S,0.05,150.0,3000.0,3150.0,3150.0
INV-2026-X-326,2026-04-01,2026-04-29,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 326,,"Floor 33, Office 6",Dubai,DU,AE,,,1,Network Infrastructure Gear,EA,9,1200.0,10800.0,E,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-X-327,2026-04-04,2026-04-16,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 327,100346387317,"Floor 33, Office 7",Ajman,AJ,AE,L-600327,DED,1,Compliance Audit Fees,EA,10,100.0,1000.0,S,0.05,50.0,1000.0,1050.0,1050.0
INV-2026-X-328,2026-04-06,2026-04-25,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 328,100788120453,"Floor 33, Office 8",Abu Dhabi,AZ,AE,L-600328,DED,1,Managed Security Services,EA,10,500.0,5000.0,E,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-X-329,2026-04-06,2026-04-22,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 329,,"Floor 33, Office 9",Fujairah,FU,AE,,,1,Enterprise ERP License,EA,2,500.0,1000.0,S,0.05,50.0,1000.0,1050.0,1050.0
INV-2026-X-330,2026-04-06,2026-04-29,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 330,100607401850,"Floor 34, Office 0",Ajman,AJ,AE,L-600330,DED,1,Annual Platform Support,EA,3,2500.0,7500.0,S,0.05,375.0,7500.0,7875.0,7875.0
INV-2026-X-331,2026-04-04,2026-04-29,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 331,100614162765,"Floor 34, Office 1",Fujairah,FU,AE,L-600331,DED,1,Strategic Cloud Consulting,EA,3,1200.0,3600.0,Z,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-332,2026-04-03,2026-04-22,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 332,100722129517,"Floor 34, Office 2",Fujairah,FU,AE,L-600332,DED,1,Annual Platform Support,EA,1,2500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-333,2026-04-04,2026-04-16,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 333,,"Floor 34, Office 3",Dubai,DU,AE,,,1,Strategic Cloud Consulting,EA,7,500.0,3500.0,S,0.05,175.0,3500.0,3675.0,3675.0
INV-2026-X-334,2026-04-04,2026-04-16,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 334,,"Floor 34, Office 4",Fujairah,FU,AE,,,1,Annual Platform Support,EA,9,100.0,900.0,S,0.05,45.0,900.0,945.0,945.0
INV-2026-X-335,2026-04-02,2026-04-29,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 335,100564634947,"Floor 34, Office 5",Ajman,AJ,AE,L-600335,DED,1,Data Analytics Workshop,EA,2,2500.0,5000.0,Z,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-X-336,2026-04-06,2026-04-30,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 336,,"Floor 34, Office 6",Fujairah,FU,AE,,,1,Annual Platform Support,EA,5,2500.0,12500.0,E,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-X-337,2026-04-02,2026-04-19,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 337,100154827254,"Floor 34, Office 7",Dubai,DU,AE,L-600337,DED,1,Enterprise ERP License,EA,4,500.0,2000.0,E,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-338,2026-04-03,2026-04-21,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 338,100537163222,"Floor 34, Office 8",Abu Dhabi,AZ,AE,L-600338,DED,1,Annual Platform Support,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-339,2026-04-01,2026-04-29,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 339,,"Floor 34, Office 9",Fujairah,FU,AE,,,1,Compliance Audit Fees,EA,2,500.0,1000.0,S,0.05,50.0,1000.0,1050.0,1050.0
INV-2026-X-340,2026-04-06,2026-04-29,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 340,100662227724,"Floor 35, Office 0",Umm Al Quwain,UQ,AE,L-600340,DED,1,Strategic Cloud Consulting,EA,10,100.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-341,2026-04-05,2026-04-16,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 341,100360287108,"Floor 35, Office 1",Fujairah,FU,AE,L-600341,DED,1,Managed Security Services,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-X-342,2026-04-01,2026-04-16,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 342,100880787963,"Floor 35, Office 2",Dubai,DU,AE,L-600342,DED,1,Data Analytics Workshop,EA,4,100.0,400.0,Z,0.0,0.0,400.0,400.0,400.0
INV-2026-X-343,2026-04-02,2026-04-27,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 343,,"Floor 35, Office 3",Sharjah,SH,AE,,,1,Network Infrastructure Gear,EA,6,1200.0,7200.0,Z,0.0,0.0,7200.0,7200.0,7200.0
INV-2026-X-344,2026-04-02,2026-04-23,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 344,,"Floor 35, Office 4",Fujairah,FU,AE,,,1,Managed Security Services,EA,8,500.0,4000.0,E,0.0,0.0,4000.0,4000.0,4000.0
INV-2026-X-345,2026-04-04,2026-04-24,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 345,100919629557,"Floor 35, Office 5",Abu Dhabi,AZ,AE,L-600345,DED,1,Data Analytics Workshop,EA,10,2500.0,25000.0,S,0.05,1250.0,25000.0,26250.0,26250.0
INV-2026-X-346,2026-04-01,2026-04-28,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 346,100792469438,"Floor 35, Office 6",Sharjah,SH,AE,L-600346,DED,1,Strategic Cloud Consulting,EA,10,1200.0,12000.0,E,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-347,2026-04-01,2026-04-26,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 347,,"Floor 35, Office 7",Umm Al Quwain,UQ,AE,,,1,Enterprise ERP License,EA,7,500.0,3500.0,Z,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-X-348,2026-04-04,2026-04-30,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 348,,"Floor 35, Office 8",Ras Al Khaimah,RK,AE,,,1,Compliance Audit Fees,EA,6,100.0,600.0,S,0.05,30.0,600.0,630.0,630.0
INV-2026-X-349,2026-04-03,2026-04-19,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 349,100901459746,"Floor 35, Office 9",Umm Al Quwain,UQ,AE,L-600349,DED,1,Annual Platform Support,EA,3,1200.0,3600.0,Z,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-350,2026-04-05,2026-04-19,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 350,100382033670,"Floor 36, Office 0",Abu Dhabi,AZ,AE,L-600350,DED,1,Enterprise ERP License,EA,9,100.0,900.0,Z,0.0,0.0,900.0,900.0,900.0
INV-2026-X-351,2026-04-06,2026-04-25,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 351,100713193389,"Floor 36, Office 1",Dubai,DU,AE,L-600351,DED,1,Strategic Cloud Consulting,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-X-352,2026-04-02,2026-04-17,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 352,,"Floor 36, Office 2",Umm Al Quwain,UQ,AE,,,1,Data Analytics Workshop,EA,8,2500.0,20000.0,Z,0.0,0.0,20000.0,20000.0,20000.0
INV-2026-X-353,2026-04-01,2026-04-23,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 353,,"Floor 36, Office 3",Umm Al Quwain,UQ,AE,,,1,Managed Security Services,EA,4,100.0,400.0,S,0.05,20.0,400.0,420.0,420.0
INV-2026-X-354,2026-04-06,2026-05-01,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 354,100934839377,"Floor 36, Office 4",Dubai,DU,AE,L-600354,DED,1,Strategic Cloud Consulting,EA,5,2500.0,12500.0,E,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-X-355,2026-04-01,2026-04-21,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 355,100756344577,"Floor 36, Office 5",Ras Al Khaimah,RK,AE,L-600355,DED,1,Network Infrastructure Gear,EA,7,100.0,700.0,E,0.0,0.0,700.0,700.0,700.0
INV-2026-X-356,2026-04-01,2026-04-18,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 356,100292307522,"Floor 36, Office 6",Dubai,DU,AE,L-600356,DED,1,Managed Security Services,EA,9,2500.0,22500.0,S,0.05,1125.0,22500.0,23625.0,23625.0
INV-2026-X-357,2026-04-05,2026-04-18,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 357,,"Floor 36, Office 7",Ras Al Khaimah,RK,AE,,,1,Data Analytics Workshop,EA,1,1200.0,1200.0,E,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-X-358,2026-04-02,2026-04-17,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 358,100672278401,"Floor 36, Office 8",Ajman,AJ,AE,L-600358,DED,1,Data Analytics Workshop,EA,10,100.0,1000.0,E,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-359,2026-04-01,2026-04-25,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 359,,"Floor 36, Office 9",Ajman,AJ,AE,,,1,Managed Security Services,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-X-360,2026-04-05,2026-04-18,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 360,100394843763,"Floor 37, Office 0",Abu Dhabi,AZ,AE,L-600360,DED,1,Enterprise ERP License,EA,10,1200.0,12000.0,S,0.05,600.0,12000.0,12600.0,12600.0
INV-2026-X-361,2026-04-04,2026-04-27,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 361,100717125616,"Floor 37, Office 1",Sharjah,SH,AE,L-600361,DED,1,Strategic Cloud Consulting,EA,9,500.0,4500.0,S,0.05,225.0,4500.0,4725.0,4725.0
INV-2026-X-362,2026-04-02,2026-04-20,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 362,100409870099,"Floor 37, Office 2",Ras Al Khaimah,RK,AE,L-600362,DED,1,Managed Security Services,EA,9,500.0,4500.0,Z,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-X-363,2026-04-03,2026-04-22,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 363,100154947693,"Floor 37, Office 3",Dubai,DU,AE,L-600363,DED,1,Strategic Cloud Consulting,EA,4,500.0,2000.0,S,0.05,100.0,2000.0,2100.0,2100.0
INV-2026-X-364,2026-04-05,2026-04-19,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 364,100824408338,"Floor 37, Office 4",Umm Al Quwain,UQ,AE,L-600364,DED,1,Data Analytics Workshop,EA,10,100.0,1000.0,E,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-365,2026-04-05,2026-04-23,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 365,100681637646,"Floor 37, Office 5",Umm Al Quwain,UQ,AE,L-600365,DED,1,Managed Security Services,EA,6,500.0,3000.0,S,0.05,150.0,3000.0,3150.0,3150.0
INV-2026-X-366,2026-04-02,2026-04-16,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 366,,"Floor 37, Office 6",Abu Dhabi,AZ,AE,,,1,Annual Platform Support,EA,5,500.0,2500.0,S,0.05,125.0,2500.0,2625.0,2625.0
INV-2026-X-367,2026-04-04,2026-04-28,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 367,100245362587,"Floor 37, Office 7",Dubai,DU,AE,L-600367,DED,1,Compliance Audit Fees,EA,5,1200.0,6000.0,E,0.0,0.0,6000.0,6000.0,6000.0
INV-2026-X-368,2026-04-03,2026-04-30,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 368,100820059450,"Floor 37, Office 8",Ras Al Khaimah,RK,AE,L-600368,DED,1,Data Analytics Workshop,EA,6,2500.0,15000.0,E,0.0,0.0,15000.0,15000.0,15000.0
INV-2026-X-369,2026-04-02,2026-04-18,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 369,100181668329,"Floor 37, Office 9",Sharjah,SH,AE,L-600369,DED,1,Enterprise ERP License,EA,8,1200.0,9600.0,E,0.0,0.0,9600.0,9600.0,9600.0
INV-2026-X-370,2026-04-04,2026-04-28,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 370,,"Floor 38, Office 0",Dubai,DU,AE,,,1,Enterprise ERP License,EA,6,1200.0,7200.0,Z,0.0,0.0,7200.0,7200.0,7200.0
